OBJECTID,ROW_TYPE,GEOGRAPHY,GEOGRAPHY_ID,CALENDAR_YEAR,CALENDAR_MONTH,OFFENSE_DESCRIPTION,OFFENSE_COUNT
45505,Neighborhood Profile Area,209,209,2019,04,Non-Fatal Gunshot Injury,1
45506,Neighborhood Profile Area,360,360,2017,07,Non-Fatal Gunshot Injury,1
45507,Neighborhood Profile Area,30,30,2018,09,Non-Fatal Gunshot Injury,3
45508,Neighborhood Profile Area,371,371,2016,03,Non-Fatal Gunshot Injury,2
45509,Neighborhood Profile Area,327,327,2016,09,Non-Fatal Gunshot Injury,1
45510,Neighborhood Profile Area,386,386,2017,06,Non-Fatal Gunshot Injury,1
45511,Neighborhood Profile Area,316,316,2018,02,Non-Fatal Gunshot Injury,1
45512,Neighborhood Profile Area,249,249,2018,05,Non-Fatal Gunshot Injury,1
45513,Neighborhood Profile Area,374,374,2018,07,Non-Fatal Gunshot Injury,3
45514,Neighborhood Profile Area,371,371,2018,02,Non-Fatal Gunshot Injury,1
45515,Neighborhood Profile Area,363,363,2019,11,Non-Fatal Gunshot Injury,1
45516,Neighborhood Profile Area,101,101,2019,11,Non-Fatal Gunshot Injury,1
45517,Neighborhood Profile Area,290,290,2019,10,Non-Fatal Gunshot Injury,2
45518,Neighborhood Profile Area,140,140,2019,09,Non-Fatal Gunshot Injury,1
45519,Neighborhood Profile Area,289,289,2019,12,Non-Fatal Gunshot Injury,1
45520,Neighborhood Profile Area,103,103,2019,12,Non-Fatal Gunshot Injury,1
45521,Neighborhood Profile Area,291,291,2020,08,Non-Fatal Gunshot Injury,1
45522,Neighborhood Profile Area,145,145,2020,03,Non-Fatal Gunshot Injury,1
45523,Neighborhood Profile Area,369,369,2021,03,Non-Fatal Gunshot Injury,1
45524,Neighborhood Profile Area,88,88,2021,07,Non-Fatal Gunshot Injury,1
45525,Neighborhood Profile Area,19,19,2021,10,Non-Fatal Gunshot Injury,1
45526,Neighborhood Profile Area,2,2,2021,10,Non-Fatal Gunshot Injury,2
45527,Neighborhood Profile Area,352,352,2021,02,Non-Fatal Gunshot Injury,1
45528,Neighborhood Profile Area,178,178,2022,01,Non-Fatal Gunshot Injury,2
45529,Neighborhood Profile Area,328,328,2015,10,Non-Fatal Gunshot Injury,1
45530,Neighborhood Profile Area,199,199,2015,01,Non-Fatal Gunshot Injury,2
45531,Neighborhood Profile Area,290,290,2015,05,Non-Fatal Gunshot Injury,1
45532,Neighborhood Profile Area,88,88,2015,06,Non-Fatal Gunshot Injury,2
45533,Neighborhood Profile Area,344,344,2016,04,Non-Fatal Gunshot Injury,1
45534,Neighborhood Profile Area,153,153,2015,11,Non-Fatal Gunshot Injury,1
45535,Neighborhood Profile Area,219,219,2016,03,Non-Fatal Gunshot Injury,2
45536,Neighborhood Profile Area,10,10,2015,10,Non-Fatal Gunshot Injury,1
45537,Neighborhood Profile Area,66,66,2015,09,Non-Fatal Gunshot Injury,1
45538,Neighborhood Profile Area,290,290,2016,07,Non-Fatal Gunshot Injury,1
45539,Neighborhood Profile Area,40,40,2017,02,Non-Fatal Gunshot Injury,1
45540,Neighborhood Profile Area,331,331,2016,06,Non-Fatal Gunshot Injury,1
45541,Neighborhood Profile Area,96,96,2016,12,Non-Fatal Gunshot Injury,1
45542,Neighborhood Profile Area,120,120,2018,10,Non-Fatal Gunshot Injury,1
45543,Neighborhood Profile Area,223,223,2019,05,Non-Fatal Gunshot Injury,1
45544,Neighborhood Profile Area,99,99,2019,01,Non-Fatal Gunshot Injury,1
45545,Neighborhood Profile Area,85,85,2019,08,Non-Fatal Gunshot Injury,1
45546,Neighborhood Profile Area,116,116,2019,07,Non-Fatal Gunshot Injury,3
45547,Neighborhood Profile Area,178,178,2019,05,Non-Fatal Gunshot Injury,1
45548,Neighborhood Profile Area,258,258,2020,01,Non-Fatal Gunshot Injury,1
45549,Neighborhood Profile Area,86,86,2021,01,Non-Fatal Gunshot Injury,1
45550,Neighborhood Profile Area,13,13,2018,11,Non-Fatal Gunshot Injury,1
45551,Neighborhood Profile Area,371,371,2020,12,Non-Fatal Gunshot Injury,1
45552,Neighborhood Profile Area,125,125,2020,07,Non-Fatal Gunshot Injury,1
45553,Neighborhood Profile Area,134,134,2020,11,Non-Fatal Gunshot Injury,1
45554,Neighborhood Profile Area,142,142,2020,09,Non-Fatal Gunshot Injury,1
45555,Neighborhood Profile Area,305,305,2020,10,Non-Fatal Gunshot Injury,2
45556,Neighborhood Profile Area,316,316,2020,04,Non-Fatal Gunshot Injury,1
45557,Neighborhood Profile Area,3,3,2021,12,Non-Fatal Gunshot Injury,1
45558,Neighborhood Profile Area,123,123,2020,06,Non-Fatal Gunshot Injury,1
45559,Neighborhood Profile Area,346,346,2021,04,Non-Fatal Gunshot Injury,1
45560,Neighborhood Profile Area,101,101,2021,07,Non-Fatal Gunshot Injury,1
45561,Neighborhood Profile Area,116,116,2021,03,Non-Fatal Gunshot Injury,2
45562,Neighborhood Profile Area,103,103,2020,10,Non-Fatal Gunshot Injury,1
45563,Neighborhood Profile Area,290,290,2021,07,Non-Fatal Gunshot Injury,1
45564,Neighborhood Profile Area,142,142,2021,12,Non-Fatal Gunshot Injury,1
45565,Neighborhood Profile Area,307,307,2021,07,Non-Fatal Gunshot Injury,1
45566,Neighborhood Profile Area,370,370,2021,09,Non-Fatal Gunshot Injury,1
45567,Neighborhood Profile Area,290,290,2020,12,Non-Fatal Gunshot Injury,1
45568,Neighborhood Profile Area,258,258,2021,09,Non-Fatal Gunshot Injury,1
45569,Neighborhood Profile Area,85,85,2019,01,Non-Fatal Gunshot Injury,1
45570,Neighborhood Profile Area,385,385,2015,07,Non-Fatal Gunshot Injury,1
45571,Neighborhood Profile Area,371,371,2017,03,Non-Fatal Gunshot Injury,1
45572,Neighborhood Profile Area,23,23,2019,03,Non-Fatal Gunshot Injury,1
45573,Neighborhood Profile Area,389,389,2019,09,Non-Fatal Gunshot Injury,1
45574,Neighborhood Profile Area,12,12,2016,09,Non-Fatal Gunshot Injury,1
45575,Neighborhood Profile Area,6,6,2015,12,Non-Fatal Gunshot Injury,1
45576,Neighborhood Profile Area,280,280,2015,08,Non-Fatal Gunshot Injury,1
45577,Neighborhood Profile Area,127,127,2016,03,Non-Fatal Gunshot Injury,1
45578,Neighborhood Profile Area,113,113,2016,10,Non-Fatal Gunshot Injury,1
45579,Neighborhood Profile Area,371,371,2017,01,Non-Fatal Gunshot Injury,2
45580,Neighborhood Profile Area,385,385,2017,12,Non-Fatal Gunshot Injury,2
45581,Neighborhood Profile Area,16,16,2016,11,Non-Fatal Gunshot Injury,1
45582,Neighborhood Profile Area,374,374,2018,01,Non-Fatal Gunshot Injury,1
45583,Neighborhood Profile Area,378,378,2016,12,Non-Fatal Gunshot Injury,1
45584,Neighborhood Profile Area,10,10,2017,10,Non-Fatal Gunshot Injury,1
45585,Neighborhood Profile Area,60,60,2017,10,Non-Fatal Gunshot Injury,1
45586,Neighborhood Profile Area,231,231,2019,05,Non-Fatal Gunshot Injury,1
45587,Neighborhood Profile Area,316,316,2018,12,Non-Fatal Gunshot Injury,1
45588,Neighborhood Profile Area,37,37,2019,04,Non-Fatal Gunshot Injury,1
45589,Neighborhood Profile Area,40,40,2019,12,Non-Fatal Gunshot Injury,1
45590,Neighborhood Profile Area,94,94,2020,01,Non-Fatal Gunshot Injury,1
45591,Neighborhood Profile Area,164,164,2017,12,Non-Fatal Gunshot Injury,1
45592,Neighborhood Profile Area,190,190,2019,08,Non-Fatal Gunshot Injury,1
45593,Neighborhood Profile Area,385,385,2020,06,Non-Fatal Gunshot Injury,2
45594,Neighborhood Profile Area,363,363,2020,07,Non-Fatal Gunshot Injury,1
45595,Neighborhood Profile Area,123,123,2020,12,Non-Fatal Gunshot Injury,1
45596,Neighborhood Profile Area,48,48,2020,10,Non-Fatal Gunshot Injury,1
45597,Neighborhood Profile Area,53,53,2021,05,Non-Fatal Gunshot Injury,2
45598,Neighborhood Profile Area,190,190,2020,09,Non-Fatal Gunshot Injury,1
45599,Neighborhood Profile Area,199,199,2021,04,Non-Fatal Gunshot Injury,1
45600,Neighborhood Profile Area,245,245,2022,03,Non-Fatal Gunshot Injury,1
45601,Neighborhood Profile Area,71,71,2021,11,Non-Fatal Gunshot Injury,1
45602,Neighborhood Profile Area,127,127,2021,05,Non-Fatal Gunshot Injury,1
45603,Neighborhood Profile Area,290,290,2021,11,Non-Fatal Gunshot Injury,1
45604,Neighborhood Profile Area,113,113,2021,11,Non-Fatal Gunshot Injury,2
45605,Neighborhood Profile Area,64,64,2022,03,Non-Fatal Gunshot Injury,1
45606,Neighborhood Profile Area,388,388,2021,07,Non-Fatal Gunshot Injury,1
45607,Neighborhood Profile Area,10,10,2017,02,Non-Fatal Gunshot Injury,1
45608,Neighborhood Profile Area,369,369,2016,09,Non-Fatal Gunshot Injury,1
45609,Neighborhood Profile Area,260,260,2015,05,Non-Fatal Gunshot Injury,1
45610,Neighborhood Profile Area,141,141,2016,01,Non-Fatal Gunshot Injury,1
45611,Neighborhood Profile Area,96,96,2016,04,Non-Fatal Gunshot Injury,1
45612,Neighborhood Profile Area,313,313,2016,05,Non-Fatal Gunshot Injury,1
45613,Neighborhood Profile Area,13,13,2016,03,Non-Fatal Gunshot Injury,1
45614,Neighborhood Profile Area,378,378,2016,07,Non-Fatal Gunshot Injury,1
45615,Neighborhood Profile Area,117,117,2016,09,Non-Fatal Gunshot Injury,1
45616,Neighborhood Profile Area,201,201,2016,08,Non-Fatal Gunshot Injury,1
45617,Neighborhood Profile Area,124,124,2017,04,Non-Fatal Gunshot Injury,1
45618,Neighborhood Profile Area,116,116,2017,01,Non-Fatal Gunshot Injury,1
45619,Neighborhood Profile Area,116,116,2018,03,Non-Fatal Gunshot Injury,1
45620,Neighborhood Profile Area,94,94,2018,01,Non-Fatal Gunshot Injury,2
45621,Neighborhood Profile Area,88,88,2017,07,Non-Fatal Gunshot Injury,1
45622,Neighborhood Profile Area,281,281,2015,03,Non-Fatal Gunshot Injury,1
45623,Neighborhood Profile Area,369,369,2019,07,Non-Fatal Gunshot Injury,1
45624,Neighborhood Profile Area,112,112,2019,10,Non-Fatal Gunshot Injury,1
45625,Neighborhood Profile Area,381,381,2019,01,Non-Fatal Gunshot Injury,1
45626,Neighborhood Profile Area,199,199,2019,06,Non-Fatal Gunshot Injury,1
45627,Neighborhood Profile Area,182,182,2019,12,Non-Fatal Gunshot Injury,1
45628,Neighborhood Profile Area,79,79,2020,09,Non-Fatal Gunshot Injury,1
45629,Neighborhood Profile Area,360,360,2020,08,Non-Fatal Gunshot Injury,1
45630,Neighborhood Profile Area,221,221,2022,02,Non-Fatal Gunshot Injury,1
45631,Neighborhood Profile Area,30,30,2021,02,Non-Fatal Gunshot Injury,3
45632,Neighborhood Profile Area,167,167,2021,03,Non-Fatal Gunshot Injury,2
45633,Neighborhood Profile Area,72,72,2021,07,Non-Fatal Gunshot Injury,1
45634,Neighborhood Profile Area,53,53,2021,07,Non-Fatal Gunshot Injury,1
45635,Neighborhood Profile Area,333,333,2021,09,Non-Fatal Gunshot Injury,1
45636,Neighborhood Profile Area,365,365,2018,12,Non-Fatal Gunshot Injury,2
45637,Neighborhood Profile Area,328,328,2015,05,Non-Fatal Gunshot Injury,1
45638,Neighborhood Profile Area,88,88,2017,06,Non-Fatal Gunshot Injury,1
45639,Neighborhood Profile Area,120,120,2017,02,Non-Fatal Gunshot Injury,1
45640,Neighborhood Profile Area,369,369,2016,07,Non-Fatal Gunshot Injury,1
45641,Neighborhood Profile Area,168,168,2017,05,Non-Fatal Gunshot Injury,1
45642,Neighborhood Profile Area,64,64,2022,01,Non-Fatal Gunshot Injury,1
45643,Neighborhood Profile Area,53,53,2016,08,Non-Fatal Gunshot Injury,1
45644,Neighborhood Profile Area,125,125,2016,11,Non-Fatal Gunshot Injury,1
45645,Neighborhood Profile Area,340,340,2018,05,Non-Fatal Gunshot Injury,1
45646,Neighborhood Profile Area,66,66,2018,03,Non-Fatal Gunshot Injury,1
45647,Neighborhood Profile Area,338,338,2018,06,Non-Fatal Gunshot Injury,1
45648,Neighborhood Profile Area,341,341,2016,05,Non-Fatal Gunshot Injury,1
45649,Neighborhood Profile Area,128,128,2018,09,Non-Fatal Gunshot Injury,1
45650,Neighborhood Profile Area,327,327,2019,01,Non-Fatal Gunshot Injury,1
45651,Neighborhood Profile Area,160,160,2017,01,Non-Fatal Gunshot Injury,1
45652,Neighborhood Profile Area,146,146,2019,08,Non-Fatal Gunshot Injury,1
45653,Neighborhood Profile Area,141,141,2020,02,Non-Fatal Gunshot Injury,1
45654,Neighborhood Profile Area,362,362,2018,07,Non-Fatal Gunshot Injury,1
45655,Neighborhood Profile Area,363,363,2020,03,Non-Fatal Gunshot Injury,1
45656,Neighborhood Profile Area,275,275,2020,12,Non-Fatal Gunshot Injury,1
45657,Neighborhood Profile Area,386,386,2021,08,Non-Fatal Gunshot Injury,1
45658,Neighborhood Profile Area,317,317,2021,04,Non-Fatal Gunshot Injury,1
45659,Neighborhood Profile Area,238,238,2021,11,Non-Fatal Gunshot Injury,1
45660,Neighborhood Profile Area,140,140,2020,11,Non-Fatal Gunshot Injury,1
45661,Neighborhood Profile Area,30,30,2018,05,Non-Fatal Gunshot Injury,2
45662,Neighborhood Profile Area,374,374,2016,01,Non-Fatal Gunshot Injury,1
45663,Neighborhood Profile Area,40,40,2015,09,Non-Fatal Gunshot Injury,1
45664,Neighborhood Profile Area,124,124,2019,01,Non-Fatal Gunshot Injury,1
45665,Neighborhood Profile Area,292,292,2015,11,Non-Fatal Gunshot Injury,2
45666,Neighborhood Profile Area,103,103,2015,04,Non-Fatal Gunshot Injury,1
45667,Neighborhood Profile Area,50,50,2016,09,Non-Fatal Gunshot Injury,1
45668,Neighborhood Profile Area,125,125,2018,01,Non-Fatal Gunshot Injury,1
45669,Neighborhood Profile Area,53,53,2016,09,Non-Fatal Gunshot Injury,1
45670,Neighborhood Profile Area,371,371,2021,07,Non-Fatal Gunshot Injury,8
45671,Neighborhood Profile Area,209,209,2016,10,Non-Fatal Gunshot Injury,2
45672,Neighborhood Profile Area,160,160,2017,05,Non-Fatal Gunshot Injury,1
45673,Neighborhood Profile Area,369,369,2017,09,Non-Fatal Gunshot Injury,1
45674,Neighborhood Profile Area,164,164,2018,05,Non-Fatal Gunshot Injury,2
45675,Neighborhood Profile Area,120,120,2018,05,Non-Fatal Gunshot Injury,1
45676,Neighborhood Profile Area,385,385,2018,07,Non-Fatal Gunshot Injury,6
45677,Neighborhood Profile Area,203,203,2018,12,Non-Fatal Gunshot Injury,1
45678,Neighborhood Profile Area,5,5,2019,01,Non-Fatal Gunshot Injury,2
45679,Neighborhood Profile Area,197,197,2019,08,Non-Fatal Gunshot Injury,1
45680,Neighborhood Profile Area,128,128,2019,04,Non-Fatal Gunshot Injury,1
45681,Neighborhood Profile Area,166,166,2019,05,Non-Fatal Gunshot Injury,1
45682,Neighborhood Profile Area,306,306,2020,06,Non-Fatal Gunshot Injury,2
45683,Neighborhood Profile Area,10,10,2017,12,Non-Fatal Gunshot Injury,1
45684,Neighborhood Profile Area,371,371,2020,03,Non-Fatal Gunshot Injury,1
45685,Neighborhood Profile Area,17,17,2020,07,Non-Fatal Gunshot Injury,1
45686,Neighborhood Profile Area,223,223,2020,12,Non-Fatal Gunshot Injury,1
45687,Neighborhood Profile Area,223,223,2020,10,Non-Fatal Gunshot Injury,2
45688,Neighborhood Profile Area,371,371,2020,09,Non-Fatal Gunshot Injury,2
45689,Neighborhood Profile Area,121,121,2020,07,Non-Fatal Gunshot Injury,1
45690,Neighborhood Profile Area,346,346,2021,05,Non-Fatal Gunshot Injury,1
45691,Neighborhood Profile Area,82,82,2020,09,Non-Fatal Gunshot Injury,1
45692,Neighborhood Profile Area,164,164,2019,03,Non-Fatal Gunshot Injury,3
45693,Neighborhood Profile Area,291,291,2020,06,Non-Fatal Gunshot Injury,3
45694,Neighborhood Profile Area,164,164,2021,07,Non-Fatal Gunshot Injury,1
45695,Neighborhood Profile Area,199,199,2020,10,Non-Fatal Gunshot Injury,1
45696,Neighborhood Profile Area,387,387,2021,06,Non-Fatal Gunshot Injury,2
45697,Neighborhood Profile Area,290,290,2021,09,Non-Fatal Gunshot Injury,1
45698,Neighborhood Profile Area,52,52,2021,09,Non-Fatal Gunshot Injury,2
45699,Neighborhood Profile Area,341,341,2019,07,Non-Fatal Gunshot Injury,1
45700,Neighborhood Profile Area,341,341,2022,03,Non-Fatal Gunshot Injury,4
45701,Neighborhood Profile Area,386,386,2022,01,Non-Fatal Gunshot Injury,3
45702,Neighborhood Profile Area,137,137,2021,02,Non-Fatal Gunshot Injury,1
45703,Neighborhood Profile Area,6,6,2016,09,Non-Fatal Gunshot Injury,1
45704,Neighborhood Profile Area,291,291,2016,02,Non-Fatal Gunshot Injury,1
45705,Neighborhood Profile Area,9,9,2015,01,Non-Fatal Gunshot Injury,1
45706,Neighborhood Profile Area,374,374,2021,03,Non-Fatal Gunshot Injury,1
45707,Neighborhood Profile Area,344,344,2015,09,Non-Fatal Gunshot Injury,1
45708,Neighborhood Profile Area,52,52,2015,12,Non-Fatal Gunshot Injury,1
45709,Neighborhood Profile Area,158,158,2016,04,Non-Fatal Gunshot Injury,1
45710,Neighborhood Profile Area,371,371,2017,05,Non-Fatal Gunshot Injury,1
45711,Neighborhood Profile Area,124,124,2017,02,Non-Fatal Gunshot Injury,1
45712,Neighborhood Profile Area,370,370,2016,12,Non-Fatal Gunshot Injury,1
45713,Neighborhood Profile Area,158,158,2017,02,Non-Fatal Gunshot Injury,1
45714,Neighborhood Profile Area,94,94,2021,12,Non-Fatal Gunshot Injury,2
45715,Neighborhood Profile Area,382,382,2017,08,Non-Fatal Gunshot Injury,1
45716,Neighborhood Profile Area,370,370,2017,09,Non-Fatal Gunshot Injury,1
45717,Neighborhood Profile Area,77,77,2018,01,Non-Fatal Gunshot Injury,1
45718,Neighborhood Profile Area,374,374,2017,09,Non-Fatal Gunshot Injury,4
45719,Neighborhood Profile Area,160,160,2019,01,Non-Fatal Gunshot Injury,2
45720,Neighborhood Profile Area,385,385,2018,10,Non-Fatal Gunshot Injury,1
45721,Neighborhood Profile Area,346,346,2018,03,Non-Fatal Gunshot Injury,1
45722,Neighborhood Profile Area,294,294,2018,12,Non-Fatal Gunshot Injury,1
45723,Neighborhood Profile Area,137,137,2018,11,Non-Fatal Gunshot Injury,1
45724,Neighborhood Profile Area,280,280,2019,05,Non-Fatal Gunshot Injury,1
45725,Neighborhood Profile Area,387,387,2020,04,Non-Fatal Gunshot Injury,3
45726,Neighborhood Profile Area,361,361,2019,10,Non-Fatal Gunshot Injury,1
45727,Neighborhood Profile Area,2,2,2020,01,Non-Fatal Gunshot Injury,2
45728,Neighborhood Profile Area,385,385,2019,07,Non-Fatal Gunshot Injury,1
45729,Neighborhood Profile Area,293,293,2020,01,Non-Fatal Gunshot Injury,1
45730,Neighborhood Profile Area,326,326,2019,08,Non-Fatal Gunshot Injury,3
45731,Neighborhood Profile Area,346,346,2020,07,Non-Fatal Gunshot Injury,1
45732,Neighborhood Profile Area,127,127,2020,01,Non-Fatal Gunshot Injury,1
45733,Neighborhood Profile Area,278,278,2020,03,Non-Fatal Gunshot Injury,2
45734,Neighborhood Profile Area,127,127,2020,05,Non-Fatal Gunshot Injury,1
45735,Neighborhood Profile Area,59,59,2016,10,Non-Fatal Gunshot Injury,1
45736,Neighborhood Profile Area,67,67,2020,10,Non-Fatal Gunshot Injury,1
45737,Neighborhood Profile Area,116,116,2020,11,Non-Fatal Gunshot Injury,1
45738,Neighborhood Profile Area,260,260,2017,09,Non-Fatal Gunshot Injury,1
45739,Neighborhood Profile Area,99,99,2021,10,Non-Fatal Gunshot Injury,1
45740,Neighborhood Profile Area,138,138,2015,11,Non-Fatal Gunshot Injury,2
45741,Neighborhood Profile Area,366,366,2021,09,Non-Fatal Gunshot Injury,1
45742,Neighborhood Profile Area,100,100,2021,08,Non-Fatal Gunshot Injury,1
45743,Neighborhood Profile Area,159,159,2021,03,Non-Fatal Gunshot Injury,1
45744,Neighborhood Profile Area,50,50,2021,10,Non-Fatal Gunshot Injury,1
45745,Neighborhood Profile Area,271,271,2021,07,Non-Fatal Gunshot Injury,1
45746,Neighborhood Profile Area,35,35,2022,02,Non-Fatal Gunshot Injury,1
45747,Neighborhood Profile Area,325,325,2021,11,Non-Fatal Gunshot Injury,1
45748,Neighborhood Profile Area,155,155,2021,06,Non-Fatal Gunshot Injury,1
45749,Neighborhood Profile Area,377,377,2015,01,Non-Fatal Gunshot Injury,1
45750,Neighborhood Profile Area,10,10,2015,03,Non-Fatal Gunshot Injury,1
45751,Neighborhood Profile Area,295,295,2015,07,Non-Fatal Gunshot Injury,2
45752,Neighborhood Profile Area,89,89,2015,07,Non-Fatal Gunshot Injury,2
45753,Neighborhood Profile Area,328,328,2015,08,Non-Fatal Gunshot Injury,1
45754,Neighborhood Profile Area,222,222,2017,08,Non-Fatal Gunshot Injury,1
45755,Neighborhood Profile Area,246,246,2016,01,Non-Fatal Gunshot Injury,1
45756,Neighborhood Profile Area,160,160,2015,01,Non-Fatal Gunshot Injury,1
45757,Neighborhood Profile Area,210,210,2016,07,Non-Fatal Gunshot Injury,1
45758,Neighborhood Profile Area,3,3,2016,12,Non-Fatal Gunshot Injury,1
45759,Neighborhood Profile Area,192,192,2017,05,Non-Fatal Gunshot Injury,1
45760,Neighborhood Profile Area,74,74,2017,06,Non-Fatal Gunshot Injury,1
45761,Neighborhood Profile Area,70,70,2017,12,Non-Fatal Gunshot Injury,1
45762,Neighborhood Profile Area,328,328,2018,06,Non-Fatal Gunshot Injury,1
45763,Neighborhood Profile Area,393,393,2020,10,Non-Fatal Gunshot Injury,1
45764,Neighborhood Profile Area,17,17,2018,05,Non-Fatal Gunshot Injury,1
45765,Neighborhood Profile Area,299,299,2019,10,Non-Fatal Gunshot Injury,1
45766,Neighborhood Profile Area,158,158,2017,12,Non-Fatal Gunshot Injury,2
45767,Neighborhood Profile Area,369,369,2020,02,Non-Fatal Gunshot Injury,1
45768,Neighborhood Profile Area,382,382,2019,10,Non-Fatal Gunshot Injury,1
45769,Neighborhood Profile Area,90,90,2020,05,Non-Fatal Gunshot Injury,1
45770,Neighborhood Profile Area,73,73,2020,08,Non-Fatal Gunshot Injury,2
45771,Neighborhood Profile Area,165,165,2020,02,Non-Fatal Gunshot Injury,1
45772,Neighborhood Profile Area,328,328,2019,10,Non-Fatal Gunshot Injury,2
45773,Neighborhood Profile Area,123,123,2018,11,Non-Fatal Gunshot Injury,1
45774,Neighborhood Profile Area,382,382,2020,02,Non-Fatal Gunshot Injury,1
45775,Neighborhood Profile Area,53,53,2020,05,Non-Fatal Gunshot Injury,1
45776,Neighborhood Profile Area,86,86,2020,06,Non-Fatal Gunshot Injury,1
45777,Neighborhood Profile Area,272,272,2020,08,Non-Fatal Gunshot Injury,1
45778,Neighborhood Profile Area,121,121,2020,11,Non-Fatal Gunshot Injury,1
45779,Neighborhood Profile Area,283,283,2019,06,Non-Fatal Gunshot Injury,1
45780,Neighborhood Profile Area,50,50,2020,06,Non-Fatal Gunshot Injury,2
45781,Neighborhood Profile Area,60,60,2020,07,Non-Fatal Gunshot Injury,3
45782,Neighborhood Profile Area,311,311,2021,08,Non-Fatal Gunshot Injury,1
45783,Neighborhood Profile Area,218,218,2021,01,Non-Fatal Gunshot Injury,1
45784,Neighborhood Profile Area,160,160,2021,06,Non-Fatal Gunshot Injury,1
45785,Neighborhood Profile Area,374,374,2022,01,Non-Fatal Gunshot Injury,1
45786,Neighborhood Profile Area,221,221,2022,03,Non-Fatal Gunshot Injury,1
45787,Neighborhood Profile Area,12,12,2021,03,Non-Fatal Gunshot Injury,1
45788,Neighborhood Profile Area,385,385,2017,07,Non-Fatal Gunshot Injury,1
45789,Neighborhood Profile Area,219,219,2016,08,Non-Fatal Gunshot Injury,1
45790,Neighborhood Profile Area,3,3,2016,07,Non-Fatal Gunshot Injury,1
45791,Neighborhood Profile Area,123,123,2017,01,Non-Fatal Gunshot Injury,1
45792,Neighborhood Profile Area,339,339,2016,08,Non-Fatal Gunshot Injury,2
45793,Neighborhood Profile Area,385,385,2015,11,Non-Fatal Gunshot Injury,2
45794,Neighborhood Profile Area,371,371,2015,07,Non-Fatal Gunshot Injury,1
45795,Neighborhood Profile Area,258,258,2019,05,Non-Fatal Gunshot Injury,1
45796,Neighborhood Profile Area,114,114,2017,03,Non-Fatal Gunshot Injury,1
45797,Neighborhood Profile Area,317,317,2018,04,Non-Fatal Gunshot Injury,1
45798,Neighborhood Profile Area,294,294,2017,11,Non-Fatal Gunshot Injury,1
45799,Neighborhood Profile Area,86,86,2019,11,Non-Fatal Gunshot Injury,1
45800,Neighborhood Profile Area,30,30,2018,07,Non-Fatal Gunshot Injury,1
45801,Neighborhood Profile Area,164,164,2018,09,Non-Fatal Gunshot Injury,1
45802,Neighborhood Profile Area,146,146,2019,06,Non-Fatal Gunshot Injury,1
45803,Neighborhood Profile Area,2,2,2019,09,Non-Fatal Gunshot Injury,2
45804,Neighborhood Profile Area,5,5,2020,06,Non-Fatal Gunshot Injury,1
45805,Neighborhood Profile Area,374,374,2020,04,Non-Fatal Gunshot Injury,1
45806,Neighborhood Profile Area,374,374,2020,09,Non-Fatal Gunshot Injury,2
45807,Neighborhood Profile Area,374,374,2019,04,Non-Fatal Gunshot Injury,2
45808,Neighborhood Profile Area,260,260,2021,09,Non-Fatal Gunshot Injury,2
45809,Neighborhood Profile Area,139,139,2020,06,Non-Fatal Gunshot Injury,1
45810,Neighborhood Profile Area,293,293,2020,06,Non-Fatal Gunshot Injury,3
45811,Neighborhood Profile Area,302,302,2015,08,Non-Fatal Gunshot Injury,1
45812,Neighborhood Profile Area,140,140,2020,06,Non-Fatal Gunshot Injury,1
45813,Neighborhood Profile Area,13,13,2021,01,Non-Fatal Gunshot Injury,1
45814,Neighborhood Profile Area,93,93,2021,10,Non-Fatal Gunshot Injury,1
45815,Neighborhood Profile Area,317,317,2021,08,Non-Fatal Gunshot Injury,1
45816,Neighborhood Profile Area,138,138,2021,08,Non-Fatal Gunshot Injury,1
45817,Neighborhood Profile Area,53,53,2022,03,Non-Fatal Gunshot Injury,1
45818,Neighborhood Profile Area,85,85,2021,06,Non-Fatal Gunshot Injury,4
45819,Neighborhood Profile Area,76,76,2021,07,Non-Fatal Gunshot Injury,1
45820,Neighborhood Profile Area,192,192,2021,10,Non-Fatal Gunshot Injury,1
45821,Neighborhood Profile Area,374,374,2021,06,Non-Fatal Gunshot Injury,3
45822,Neighborhood Profile Area,186,186,2021,12,Non-Fatal Gunshot Injury,1
45823,Neighborhood Profile Area,237,237,2016,08,Non-Fatal Gunshot Injury,1
45824,Neighborhood Profile Area,369,369,2017,03,Non-Fatal Gunshot Injury,2
45825,Neighborhood Profile Area,387,387,2015,07,Non-Fatal Gunshot Injury,1
45826,Neighborhood Profile Area,35,35,2015,08,Non-Fatal Gunshot Injury,1
45827,Neighborhood Profile Area,6,6,2015,09,Non-Fatal Gunshot Injury,1
45828,Neighborhood Profile Area,30,30,2016,11,Non-Fatal Gunshot Injury,1
45829,Neighborhood Profile Area,361,361,2016,09,Non-Fatal Gunshot Injury,1
45830,Neighborhood Profile Area,123,123,2016,12,Non-Fatal Gunshot Injury,1
45831,Neighborhood Profile Area,58,58,2017,05,Non-Fatal Gunshot Injury,1
45832,Neighborhood Profile Area,125,125,2017,10,Non-Fatal Gunshot Injury,1
45833,Neighborhood Profile Area,199,199,2016,08,Non-Fatal Gunshot Injury,1
45834,Neighborhood Profile Area,6,6,2016,07,Non-Fatal Gunshot Injury,1
45835,Neighborhood Profile Area,141,141,2015,10,Non-Fatal Gunshot Injury,1
